codigo_articulo,codigo_sucursal,sucursal,fecha_venta,producto,precio_venta,cantidad
000386,11,MATURIN CENTRO,2023-12-10 00:00:00,HUEVOS A GRANEL.,4.69,157
001973,15,GUATIRE,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,303
002056,08,ACARIGUA,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,233
002056,20,CIUDAD BOLIVAR HERES,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,83
002056,15,GUATIRE,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1672
002056,21,LOS TEQUES,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,454
000386,05,CAGUA,2023-12-10 00:00:00,HUEVOS A GRANEL.,4.69,222
000386,01,IPSFA,2023-12-10 00:00:00,HUEVOS A GRANEL.,4.69,595
002056,01,IPSFA,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,2173
000386,14,LA URBINA,2023-12-10 00:00:00,HUEVOS A GRANEL.,4.69,451
001973,10,LA ISABELICA - VALENCIA,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,99
002056,09,MATURIN PLAZA,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,113
000386,19,LA PIRAMIDE,2023-12-10 00:00:00,HUEVOS A GRANEL.,4.69,191
001973,19,LA PIRAMIDE,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,64
001973,11,MATURIN CENTRO,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,36
001973,09,MATURIN PLAZA,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,37
001973,02,SAN BERNARDINO,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,240
002056,07,BARQUISIMETO,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,299
002056,06,GUARENAS,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1026
001973,08,ACARIGUA,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,50
001973,05,CAGUA,2023-12-10 00:00:00,MARGARINA 500GR MAVESA.,2.69,114
002056,05,CAGUA,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,805
002056,22,SAN MARTIN,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,404
000386,13,PARAISO,2023-12-10 00:00:00,HUEVOS A GRANEL.,4.69,229
002056,11,MATURIN CENTRO,2023-12-10 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,81
000386,17,MARACAY,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,142
000386,09,MATURIN PLAZA,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,113
001973,12,LA CASCADA,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,121
002056,07,BARQUISIMETO,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,294
001973,21,LOS TEQUES,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,64
001973,01,IPSFA,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,354
001973,22,SAN MARTIN,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,66
002056,22,SAN MARTIN,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,487
000386,08,ACARIGUA,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,174
001973,07,BARQUISIMETO,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,69
001973,13,PARAISO,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,110
002056,20,CIUDAD BOLIVAR HERES,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,174
000386,06,GUARENAS,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,380
000386,14,LA URBINA,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,504
001973,20,CIUDAD BOLIVAR HERES,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,45
002056,19,LA PIRAMIDE,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,508
000386,12,LA CASCADA,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,322
000386,10,LA ISABELICA - VALENCIA,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,194
001973,10,LA ISABELICA - VALENCIA,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,85
002056,05,CAGUA,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,713
002056,17,MARACAY,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,250
000386,20,CIUDAD BOLIVAR HERES,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,121
000386,15,GUATIRE,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,527
000386,21,LOS TEQUES,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,109
000386,02,SAN BERNARDINO,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,496
002056,15,GUATIRE,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1648
002056,11,MATURIN CENTRO,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,87
002056,13,PARAISO,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,769
002056,02,SAN BERNARDINO,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1673
000386,01,IPSFA,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,556
000386,22,SAN MARTIN,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,98
001973,08,ACARIGUA,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,55
001973,05,CAGUA,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,85
002056,10,LA ISABELICA - VALENCIA,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,438
000386,07,BARQUISIMETO,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,114
000386,19,LA PIRAMIDE,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,178
001973,06,GUARENAS,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,170
001973,19,LA PIRAMIDE,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,71
001973,17,MARACAY,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,56
001973,02,SAN BERNARDINO,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,227
002056,06,GUARENAS,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,969
002056,14,LA URBINA,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1956
000386,05,CAGUA,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,261
001973,14,LA URBINA,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,310
001973,09,MATURIN PLAZA,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,39
002056,12,LA CASCADA,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1003
002056,09,MATURIN PLAZA,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,137
000386,11,MATURIN CENTRO,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,217
000386,13,PARAISO,2023-12-09 00:00:00,HUEVOS A GRANEL.,4.69,210
001973,15,GUATIRE,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,260
001973,11,MATURIN CENTRO,2023-12-09 00:00:00,MARGARINA 500GR MAVESA.,2.69,36
002056,08,ACARIGUA,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,257
002056,21,LOS TEQUES,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,446
002056,01,IPSFA,2023-12-09 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,2202
001973,07,BARQUISIMETO,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,47
001973,19,LA PIRAMIDE,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,51
000386,05,CAGUA,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,170
000386,09,MATURIN PLAZA,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,107
001973,05,CAGUA,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,119
002056,07,BARQUISIMETO,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,258
001973,15,GUATIRE,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,199
001973,02,SAN BERNARDINO,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,174
002056,01,IPSFA,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,4272
002056,21,LOS TEQUES,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,339
002056,02,SAN BERNARDINO,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1551
002056,22,SAN MARTIN,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,294
002056,20,CIUDAD BOLIVAR HERES,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,275
000386,08,ACARIGUA,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,113
000386,06,GUARENAS,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,296
001973,06,GUARENAS,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,119
001973,14,LA URBINA,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,182
002056,08,ACARIGUA,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,183
002056,05,CAGUA,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,904
000386,17,MARACAY,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,84
002056,19,LA PIRAMIDE,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,380
000386,10,LA ISABELICA - VALENCIA,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,195
001973,20,CIUDAD BOLIVAR HERES,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,78
002056,10,LA ISABELICA - VALENCIA,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,269
002056,14,LA URBINA,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1260
002056,13,PARAISO,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,482
000386,20,CIUDAD BOLIVAR HERES,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,123
000386,15,GUATIRE,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,404
000386,11,MATURIN CENTRO,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,152
000386,22,SAN MARTIN,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,69
001973,10,LA ISABELICA - VALENCIA,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,73
001973,22,SAN MARTIN,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,41
002056,15,GUATIRE,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1114
002056,17,MARACAY,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,121
002056,09,MATURIN PLAZA,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,144
000386,07,BARQUISIMETO,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,79
000386,19,LA PIRAMIDE,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,131
001973,12,LA CASCADA,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,108
001973,17,MARACAY,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,39
001973,09,MATURIN PLAZA,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,23
000386,14,LA URBINA,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,377
002056,06,GUARENAS,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,869
000386,01,IPSFA,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,452
000386,12,LA CASCADA,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,217
001973,01,IPSFA,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,185
002056,12,LA CASCADA,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,825
002056,11,MATURIN CENTRO,2023-12-08 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,78
000386,21,LOS TEQUES,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,84
000386,13,PARAISO,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,149
000386,02,SAN BERNARDINO,2023-12-08 00:00:00,HUEVOS A GRANEL.,4.69,375
001973,08,ACARIGUA,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,37
001973,21,LOS TEQUES,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,42
001973,11,MATURIN CENTRO,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,30
001973,13,PARAISO,2023-12-08 00:00:00,MARGARINA 500GR MAVESA.,2.69,110
000386,19,LA PIRAMIDE,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,122
000386,09,MATURIN PLAZA,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,98
001973,12,LA CASCADA,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,64
001973,10,LA ISABELICA - VALENCIA,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,192
001973,09,MATURIN PLAZA,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,42
002056,19,LA PIRAMIDE,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,382
002056,09,MATURIN PLAZA,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,105
000386,21,LOS TEQUES,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,67
002056,07,BARQUISIMETO,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,404
002056,14,LA URBINA,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1124
000386,15,GUATIRE,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,264
000386,10,LA ISABELICA - VALENCIA,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,147
001973,08,ACARIGUA,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,60
001973,15,GUATIRE,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,169
001973,01,IPSFA,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,257
002056,01,IPSFA,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1684
000386,20,CIUDAD BOLIVAR HERES,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,108
000386,13,PARAISO,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,99
001973,20,CIUDAD BOLIVAR HERES,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,55
002056,10,LA ISABELICA - VALENCIA,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,835
002056,02,SAN BERNARDINO,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1153
000386,08,ACARIGUA,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,138
000386,07,BARQUISIMETO,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,94
000386,14,LA URBINA,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,381
002056,08,ACARIGUA,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,285
000386,05,CAGUA,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,237
000386,17,MARACAY,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,103
001973,19,LA PIRAMIDE,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,73
001973,17,MARACAY,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,23
002056,05,CAGUA,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,378
000386,11,MATURIN CENTRO,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,194
001973,11,MATURIN CENTRO,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,24
002056,11,MATURIN CENTRO,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,86
000386,12,LA CASCADA,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,241
002056,20,CIUDAD BOLIVAR HERES,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,163
002056,15,GUATIRE,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,935
001973,07,BARQUISIMETO,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,131
001973,06,GUARENAS,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,95
001973,14,LA URBINA,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,154
001973,21,LOS TEQUES,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,32
002056,06,GUARENAS,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,637
000386,06,GUARENAS,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,220
001973,05,CAGUA,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,54
002056,17,MARACAY,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,210
000386,02,SAN BERNARDINO,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,373
001973,13,PARAISO,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,83
001973,02,SAN BERNARDINO,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,175
002056,21,LOS TEQUES,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,264
002056,13,PARAISO,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,482
000386,01,IPSFA,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,480
000386,22,SAN MARTIN,2023-12-07 00:00:00,HUEVOS A GRANEL.,4.69,55
001973,22,SAN MARTIN,2023-12-07 00:00:00,MARGARINA 500GR MAVESA.,2.69,29
002056,12,LA CASCADA,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,538
002056,22,SAN MARTIN,2023-12-07 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,179
000386,08,ACARIGUA,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,137
000386,22,SAN MARTIN,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,70
001973,08,ACARIGUA,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,56
001973,22,SAN MARTIN,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,48
002056,08,ACARIGUA,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,170
002056,15,GUATIRE,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1300
002056,01,IPSFA,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1867
002056,22,SAN MARTIN,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,356
000386,06,GUARENAS,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,224
000386,11,MATURIN CENTRO,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,198
002056,02,SAN BERNARDINO,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,900
000386,17,MARACAY,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,87
001973,01,IPSFA,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,324
001973,10,LA ISABELICA - VALENCIA,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,76
002056,05,CAGUA,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,598
002056,12,LA CASCADA,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,588
002056,21,LOS TEQUES,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,269
000386,10,LA ISABELICA - VALENCIA,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,130
000386,15,GUATIRE,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,344
001973,05,CAGUA,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,49
001973,06,GUARENAS,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,85
002056,20,CIUDAD BOLIVAR HERES,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,155
000386,12,LA CASCADA,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,225
001973,12,LA CASCADA,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,56
001973,17,MARACAY,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,31
002056,19,LA PIRAMIDE,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,372
002056,17,MARACAY,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,231
000386,14,LA URBINA,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,407
000386,21,LOS TEQUES,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,72
000386,02,SAN BERNARDINO,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,420
001973,15,GUATIRE,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,187
001973,14,LA URBINA,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,196
001973,09,MATURIN PLAZA,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,25
001973,02,SAN BERNARDINO,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,146
000386,20,CIUDAD BOLIVAR HERES,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,108
001973,19,LA PIRAMIDE,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,73
001973,11,MATURIN CENTRO,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,21
002056,11,MATURIN CENTRO,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,58
002056,13,PARAISO,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,466
000386,01,IPSFA,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,501
002056,10,LA ISABELICA - VALENCIA,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,275
000386,07,BARQUISIMETO,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,107
000386,19,LA PIRAMIDE,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,136
000386,09,MATURIN PLAZA,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,96
000386,13,PARAISO,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,157
001973,07,BARQUISIMETO,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,44
001973,20,CIUDAD BOLIVAR HERES,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,60
001973,21,LOS TEQUES,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,35
001973,13,PARAISO,2023-12-06 00:00:00,MARGARINA 500GR MAVESA.,2.69,81
002056,07,BARQUISIMETO,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,213
002056,06,GUARENAS,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,559
002056,14,LA URBINA,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1139
000386,05,CAGUA,2023-12-06 00:00:00,HUEVOS A GRANEL.,4.69,307
002056,09,MATURIN PLAZA,2023-12-06 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,71
000386,15,GUATIRE,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,369
000386,21,LOS TEQUES,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,82
000386,13,PARAISO,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,168
001973,06,GUARENAS,2023-12-05 00:00:00,MARGARINA 500GR MAVESA.,2.69,96
001973,11,MATURIN CENTRO,2023-12-05 00:00:00,MARGARINA 500GR MAVESA.,2.69,49
002056,11,MATURIN CENTRO,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,147
001973,05,CAGUA,2023-12-05 00:00:00,MARGARINA 500GR MAVESA.,2.69,72
002056,15,GUATIRE,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1005
002056,10,LA ISABELICA - VALENCIA,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,417
000386,07,BARQUISIMETO,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,94
000386,06,GUARENAS,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,305
001973,09,MATURIN PLAZA,2023-12-05 00:00:00,MARGARINA 500GR MAVESA.,2.69,42
002056,07,BARQUISIMETO,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,359
002056,14,LA URBINA,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1286
000386,05,CAGUA,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,175
002056,06,GUARENAS,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,741
000386,01,IPSFA,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,546
002056,01,IPSFA,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,1922
002056,12,LA CASCADA,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,647
002056,13,PARAISO,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,737
000386,20,CIUDAD BOLIVAR HERES,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,116
000386,11,MATURIN CENTRO,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,240
001973,08,ACARIGUA,2023-12-05 00:00:00,MARGARINA 500GR MAVESA.,2.69,36
002056,21,LOS TEQUES,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,333
000386,17,MARACAY,2023-12-05 00:00:00,HUEVOS A GRANEL.,4.69,107
001973,12,LA CASCADA,2023-12-05 00:00:00,MARGARINA 500GR MAVESA.,2.69,93
001973,22,SAN MARTIN,2023-12-05 00:00:00,MARGARINA 500GR MAVESA.,2.69,47
002056,05,CAGUA,2023-12-05 00:00:00,HARINA PAN  1KG DE MAIZ BLANCO,1.05,571
